  x  rho  u  p 
  7.950000000000000E-002   1.00000000000000       0.000000000000000E+000   1.00000000000000     
  8.050000000000000E-002   1.00000000000000       0.000000000000000E+000   1.00000000000000     
  8.150000000000000E-002   1.00000000000000       0.000000000000000E+000   1.00000000000000     
  8.250000000000000E-002   1.00000000000000       0.000000000000000E+000   1.00000000000000     
  8.350000000000000E-002   1.00000000000000       0.000000000000000E+000   1.00000000000000     
  8.450000000000001E-002   1.00000000000000       0.000000000000000E+000   1.00000000000000     
  8.550000000000001E-002   1.00000000000000       0.000000000000000E+000   1.00000000000000     
  8.650000000000001E-002   1.00000000000000       0.000000000000000E+000   1.00000000000000     
  8.750000000000001E-002   1.00000000000000       0.000000000000000E+000   1.00000000000000     
  8.850000000000000E-002   1.00000000000000       0.000000000000000E+000   1.00000000000000     
  8.950000000000000E-002   1.00000000000000       0.000000000000000E+000   1.00000000000000     
  9.050000000000000E-002   1.00000000000000       0.000000000000000E+000   1.00000000000000     
  9.150000000000000E-002   1.00000000000000       0.000000000000000E+000   1.00000000000000     
  9.250000000000000E-002   1.00000000000000       0.000000000000000E+000   1.00000000000000     
  9.350000000000000E-002   1.00000000000000       0.000000000000000E+000   1.00000000000000     
  9.450000000000000E-002   1.00000000000000       0.000000000000000E+000   1.00000000000000     
  9.550000000000000E-002   1.00000000000000       0.000000000000000E+000   1.00000000000000     
  9.650000000000000E-002   1.00000000000000       0.000000000000000E+000   1.00000000000000     
  9.750000000000000E-002   1.00000000000000       0.000000000000000E+000   1.00000000000000     
  9.850000000000000E-002   1.00000000000000       0.000000000000000E+000   1.00000000000000     
  9.950000000000001E-002   1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.100500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.101500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.102500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.103500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.104500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.105500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.106500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.107500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.108500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.109500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.110500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.111500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.112500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.113500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.114500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.115500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.116500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.117500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.118500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.119500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.120500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.121500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.122500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.123500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.124500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.125500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.126500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.127500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.128500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.129500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.130500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.131500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.132500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.133500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.134500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.135500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.136500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.137500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.138500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.139500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.140500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.141500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.142500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.143500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.144500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.145500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.146500000000000        1.00000000000000       0.000000000000000E+000   1.00000000000000     
  0.147500000000000        1.00000000000000       4.192404842499124E-017   1.00000000000000     
  0.148500000000000        1.00000000000000       3.135196566766927E-016   1.00000000000000     
  0.149500000000000       0.999999999999999       1.044419829342704E-015  0.999999999999999     
  0.150500000000000       0.999999999999997       3.334300928706919E-015  0.999999999999996     
  0.151500000000000       0.999999999999993       8.614418517356497E-015  0.999999999999990     
  0.152500000000000       0.999999999999983       2.053422403139144E-014  0.999999999999976     
  0.153500000000000       0.999999999999959       4.820172091018019E-014  0.999999999999943     
  0.154500000000000       0.999999999999906       1.105582344280978E-013  0.999999999999869     
  0.155500000000000       0.999999999999789       2.488086836969546E-013  0.999999999999705     
  0.156500000000000       0.999999999999532       5.524289404492789E-013  0.999999999999344     
  0.157500000000000       0.999999999998971       1.212750747165667E-012  0.999999999998560     
  0.158500000000000       0.999999999997765       2.634438731509105E-012  0.999999999996871     
  0.159500000000000       0.999999999995194       5.664113925192734E-012  0.999999999993272     
  0.160500000000000       0.999999999989774       1.205202159596469E-011  0.999999999985684     
  0.161500000000000       0.999999999978467       2.537849251803202E-011  0.999999999969854     
  0.162500000000000       0.999999999955128       5.288269856400090E-011  0.999999999937179     
  0.163500000000000       0.999999999907475       1.090385808021125E-010  0.999999999870466     
  0.164500000000000       0.999999999811232       2.224506342855723E-010  0.999999999735725     
  0.165500000000000       0.999999999618978       4.489914959602592E-010  0.999999999466568     
  0.166500000000000       0.999999999239171       8.965136652021596E-010  0.999999998934838     
  0.167500000000000       0.999999998497202       1.770725065949143E-009  0.999999997896083     
  0.168500000000000       0.999999997064047       3.459232765635814E-009  0.999999995889667     
  0.169500000000000       0.999999994327308       6.683428194562478E-009  0.999999992058231     
  0.170500000000000       0.999999989161345       1.276920225776020E-008  0.999999984825883     
  0.171500000000000       0.999999979523339       2.412263458611912E-008  0.999999971332675     
  0.172500000000000       0.999999961753717       4.505374451255685E-008  0.999999946455204     
  0.173500000000000       0.999999929382659       8.318171053402339E-008  0.999999901135724     
  0.174500000000000       0.999999871125235       1.517951416185195E-007  0.999999819575336     
  0.175500000000000       0.999999767567136       2.737534411654375E-007  0.999999674594012     
  0.176500000000000       0.999999585776197       4.878290124861882E-007  0.999999420086741     
  0.177500000000000       0.999999270692257       8.588399616324263E-007  0.999998978969360     
  0.178500000000000       0.999998731616896       1.493547029758420E-006  0.999998224264255     
  0.179500000000000       0.999997821416200       2.565120666418901E-006  0.999996949984434     
  0.180500000000000       0.999996305149372       4.350041243054602E-006  0.999994827214115     
  0.181500000000000       0.999993813762076       7.282555239010259E-006  0.999991339280764     
  0.182500000000000       0.999989777314666       1.203317963379982E-005  0.999985688277999     
  0.183500000000000       0.999983331127014       1.961901917633336E-005  0.999976663676442     
  0.184500000000000       0.999973187526390       3.155446848581294E-005  0.999962462789549     
  0.185500000000000       0.999957466069745       5.005064127165355E-005  0.999940453126861     
  0.186500000000000       0.999933476849482       7.826981428254542E-005  0.999906869112653     
  0.187500000000000       0.999897455596171       1.206363435072008E-004  0.999856441417120     
  0.188500000000000       0.999844256575249       1.831969610727093E-004  0.999781967383344     
  0.189500000000000       0.999767020267510       2.740104876790387E-004  0.999673846484007     
  0.190500000000000       0.999656847336216       4.035300401168270E-004  0.999519625145760     
  0.191500000000000       0.999502526969357       5.849214942179296E-004  0.999303618602909     
  0.192500000000000       0.999290383159565       8.342440190608247E-004  0.999006699203187     
  0.193500000000000       0.999004311816574       1.170407793597266E-003  0.998606353694499     
  0.194500000000000       0.998626078581193       1.614827752472797E-003  0.998077107693703     
  0.195500000000000       0.998135926151507       2.190716891288844E-003  0.997391385752171     
  0.196500000000000       0.997513498411393       2.922010984433416E-003  0.996520816742658     
  0.197500000000000       0.996739030340546       3.831984146713852E-003  0.995437911893260     
  0.198500000000000       0.995794688849149       4.941688406710129E-003  0.994117952649842     
  0.199500000000000       0.994665897648891       6.268410390795940E-003  0.992540852228014     
  0.200500000000000       0.993342457263449       7.824363494322183E-003  0.990692724036982     
  0.201500000000000       0.991819291008774       9.615811239376484E-003  0.988566918666869     
  0.202500000000000       0.990096708255607       1.164274810885393E-002  0.986164377307047     
  0.203500000000000       0.988180162557568       1.389916513011228E-002  0.983493271917302     
  0.204500000000000       0.986079570402402       1.637382609501951E-002  0.980568027215788     
  0.205500000000000       0.983808322862865       1.905140342294780E-002  0.977407913180299     
  0.206500000000000       0.981382152787181       2.191378694380791E-002  0.974035438882433     
  0.207500000000000       0.978818012925343       2.494138617267777E-002  0.970474767281865     
  0.208500000000000       0.976133085181136       2.811428620807465E-002  0.966750320010636     
  0.209500000000000       0.973343992938299       3.141317233339473E-002  0.962885672471499     
  0.210500000000000       0.970466241157272       3.481999272582749E-002  0.958902772643889     
  0.211500000000000       0.967513871863001       3.831837174997145E-002  0.954821464763678     
  0.212500000000000       0.964499299109709       4.189381409477646E-002  0.950659266161453     
  0.213500000000000       0.961433276159160       4.553375389946645E-002  0.946431329987409     
  0.214500000000000       0.958324944106318       4.922750794383429E-002  0.942150522147682     
  0.215500000000000       0.955181909371491       5.296619518964063E-002  0.937827538897542     
  0.216500000000000       0.952010289323472       5.674269627958306E-002  0.933470980985371     
  0.217500000000000       0.948814629797676       6.055177825244376E-002  0.929087245427696     
  0.218500000000000       0.945598842091999       6.438917160584832E-002  0.924681814381755     
  0.219500000000000       0.942367478330602       6.824978192770301E-002  0.920261011533682     
  0.220500000000000       0.939124075934946       7.212951685570032E-002  0.915829135661571     
  0.221500000000000       0.935873488866979       7.602254793036552E-002  0.911392807262111     
  0.222500000000000       0.932618362667953       7.992480700803309E-002  0.906956617791160     
  0.223500000000000       0.929360472429487       8.383462314771105E-002  0.902523182328243     
  0.224500000000000       0.926101180881295       8.775044292014939E-002  0.898094267764623     
  0.225500000000000       0.922841515806177       9.167091606982064E-002  0.893671531071533     
  0.226500000000000       0.919582659593230       9.559484913982516E-002  0.889256464084564     
  0.227500000000000       0.916325778759715       9.952119690176318E-002  0.884850325858823     
  0.228500000000000       0.913071702631766       0.103449056339129       0.880454238850311     
  0.229500000000000       0.909821174948848       0.107377618213083       0.876069196319895     
  0.230500000000000       0.906574860009639       0.111306161613947       0.871696086186811     
  0.231500000000000       0.903333355570240       0.115234041485928       0.867335700419011     
  0.232500000000000       0.900097198553230       0.119160681056823       0.862988746089911     
  0.233500000000000       0.896866871971324       0.123085564717345       0.858655854184941     
  0.234500000000000       0.893642810710040       0.127008231797741       0.854337587219191     
  0.235500000000000       0.890425406414671       0.130928271102746       0.850034445949695     
  0.236500000000000       0.887215011512072       0.134845316044797       0.845746875321448     
  0.237500000000000       0.884011942901816       0.138759040579364       0.841475270079728     
  0.238500000000000       0.880816485336882       0.142669155566808       0.837219979824461     
  0.239500000000000       0.877628894289520       0.146575405116861       0.832981313184384     
  0.240500000000000       0.874449398387123       0.150477562988519       0.828759541296219     
  0.241500000000000       0.871278201826007       0.154375429573260       0.824554901208640     
  0.242500000000000       0.868115486920570       0.158268829644667       0.820367599453742     
  0.243500000000000       0.864961416484344       0.162157610429899       0.816197815387074     
  0.244500000000000       0.861816135731724       0.166041639535586       0.812045703881646     
  0.245500000000000       0.858679773761738       0.169920802753527       0.807911397457042     
  0.246500000000000       0.855552444898655       0.173795002064025       0.803795008206001     
  0.247500000000000       0.852434250039684       0.177664154000073       0.799696629714305     
  0.248500000000000       0.849325277966735       0.181528188283956       0.795616338915303     
  0.249500000000000       0.846225606536133       0.185387046592509       0.791554197766392     
  0.250500000000000       0.843135303723166       0.189240681393232       0.787510254719525     
  0.251500000000000       0.840054428547763       0.193089054861802       0.783484546022701     
  0.252500000000000       0.836983031910406       0.196932137897483       0.779477096892136     
  0.253500000000000       0.833921157353053       0.200769909235943       0.775487922575657     
  0.254500000000000       0.830868841750768       0.204602354649624       0.771517029316873     
  0.255500000000000       0.827826115937317       0.208429466225663       0.767564415227777     
  0.256500000000000       0.824793005268102       0.212251241713290       0.763630071077814     
  0.257500000000000       0.821769530125067       0.216067683933971       0.759713981007286     
  0.258500000000000       0.818755706370458       0.219878800248254       0.755816123172252     
  0.259500000000000       0.815751545758317       0.223684602073813       0.751936470327470     
  0.260500000000000       0.812757056312521       0.227485104449781       0.748074990353289     
  0.261500000000000       0.809772242677347       0.231280325643133       0.744231646732087     
  0.262500000000000       0.806797106441447       0.235070286793407       0.740406398979418     
  0.263500000000000       0.803831646431194       0.238855011592077       0.736599203034216     
  0.264500000000000       0.800875858967421       0.242634525992669       0.732810011611542     
  0.265500000000000       0.797929738082933       0.246408857948321       0.729038774521248     
  0.266500000000000       0.794993275705641       0.250178037175011       0.725285438956704     
  0.267500000000000       0.792066461819518       0.253942094939354       0.721549949757777     
  0.268500000000000       0.789149284617920       0.257701063868207       0.717832249650178     
  0.269500000000000       0.786241730660165       0.261454977775196       0.714132279460936     
  0.270500000000000       0.783343785035578       0.265203871500534       0.710449978310526     
  0.271500000000000       0.780455431532670       0.268947780765458       0.706785283786216     
  0.272500000000000       0.777576652804973       0.272686742045780       0.703138132103578     
  0.273500000000000       0.774707430519138       0.276420792464980       0.699508458259132     
  0.274500000000000       0.771847745468496       0.280149969698834       0.695896196169493     
  0.275500000000000       0.768997577641575       0.283874311880385       0.692301278789658     
  0.276500000000000       0.766156906250429       0.287593857502036       0.688723638209981     
  0.277500000000000       0.763325709739836       0.291308645324289       0.685163205742163     
  0.278500000000000       0.760503965804020       0.295018714305337       0.681619912008060     
  0.279500000000000       0.757691651428263       0.298724103556442       0.678093687036534     
  0.280500000000000       0.754888742955549       0.302424852312351       0.674584460360031     
  0.281500000000000       0.752095216165496       0.306120999898010       0.671092161095997     
  0.282500000000000       0.749311046351169       0.309812585679366       0.667616718004134     
  0.283500000000000       0.746536208386490       0.313499649001113       0.664158059523398     
  0.284500000000000       0.743770676784619       0.317182229125695       0.660716113801917     
  0.285500000000000       0.741014425750205       0.320860365187930       0.657290808732656     
  0.286500000000000       0.738267429225831       0.324534096170383       0.653882071999506     
  0.287500000000000       0.735529660929638       0.328203460894027       0.650489831129645     
  0.288500000000000       0.732801094380599       0.331868498013758       0.647114013544037     
  0.289500000000000       0.730081702910699       0.335529246010249       0.643754546599743     
  0.290500000000000       0.727371459667273       0.339185743175147       0.640411357622335     
  0.291500000000000       0.724670337611331       0.342838027591463       0.637084373930663     
  0.292500000000000       0.721978309517851       0.346486137112988       0.633773522857635     
  0.293500000000000       0.719295347982211       0.350130109345833       0.630478731769956     
  0.294500000000000       0.716621425434370       0.353769981633376       0.627199928088191     
  0.295500000000000       0.713956514160079       0.357405791044347       0.623937039307161     
  0.296500000000000       0.711300586326961       0.361037574363029       0.620689993016119     
  0.297500000000000       0.708653614012558       0.364665368080591       0.617458716918129     
  0.298500000000000       0.706015569231503       0.368289208386899       0.614243138848365     
  0.299500000000000       0.703386423959423       0.371909131162553       0.611043186791317     
  0.300500000000000       0.700766150152005       0.375525171971020       0.607858788896990     
  0.301500000000000       0.698154719758561       0.379137366050798       0.604689873496188     
  0.302500000000000       0.695552104730436       0.382745748307576       0.601536369114979     
  0.303500000000000       0.692958277025486       0.386350353306545       0.598398204488507     
  0.304500000000000       0.690373208610369       0.389951215265123       0.595275308574373     
  0.305500000000000       0.687796871462325       0.393548368046074       0.592167610565547     
  0.306500000000000       0.685229237571650       0.397141845150592       0.589075039902384     
  0.307500000000000       0.682670278945706       0.400731679710980       0.585997526283387     
  0.308500000000000       0.680119967615448       0.404317904483569       0.582934999675071     
  0.309500000000000       0.677578275645531       0.407900551843436       0.579887390321972     
  0.310500000000000       0.675045175148028       0.411479653781621       0.576854628757115     
  0.311500000000000       0.672520638297763       0.415055241902776       0.573836645811271     
  0.312500000000000       0.670004637346125       0.418627347419805       0.570833372618294     
  0.313500000000000       0.667497144632112       0.422196001145333       0.567844740616388     
  0.314500000000000       0.664998132593259       0.425761233486358       0.564870681549784     
  0.315500000000000       0.662507573780157       0.429323074450260       0.561911127476544     
  0.316500000000000       0.660025440872928       0.432881553661456       0.558966010781550     
  0.317500000000000       0.657551706690039       0.436436700374144       0.556035264183930     
  0.318500000000000       0.655086344179043       0.439988543464377       0.553118820726994     
  0.319500000000000       0.652629326391417       0.443537111404337       0.550216613753207     
  0.320500000000000       0.650180626460868       0.447082432249806       0.547328576886620     
  0.321500000000000       0.647740217607237       0.450624533676456       0.544454644047765     
  0.322500000000000       0.645308073165649       0.454163443063265       0.541594749499096     
  0.323500000000000       0.642884166607755       0.457699187565814       0.538748827880466     
  0.324500000000000       0.640468471512328       0.461231794104689       0.535916814183322     
  0.325500000000000       0.638060961476928       0.464761289251018       0.533098643653359     
  0.326500000000000       0.635661610021404       0.468287699091392       0.530294251680598     
  0.327500000000000       0.633270390565206       0.471811049210229       0.527503573771936     
  0.328500000000000       0.630887276523365       0.475331364867958       0.524726545657269     
  0.329500000000000       0.628512241474983       0.478848671299997       0.521963103474423     
  0.330500000000000       0.626145259282345       0.482362993930025       0.519213183891447     
  0.331500000000000       0.623786304048577       0.485874358303742       0.516476724038502     
  0.332500000000000       0.621435349906357       0.489382789726132       0.513753661244663     
  0.333500000000000       0.619092370760445       0.492888312811413       0.511043932725842     
  0.334500000000000       0.616757340164153       0.496390951259794       0.508347475434410     
  0.335500000000000       0.614430231442577       0.499890728065056       0.505664226200646     
  0.336500000000000       0.612111018021934       0.503387666092189       0.502994122117143     
  0.337500000000000       0.609799673786600       0.506881788719661       0.500337100958631     
  0.338500000000000       0.607496173256179       0.510373120180292       0.497693101397444     
  0.339500000000000       0.605200491472499       0.513861685396972       0.495062062888537     
  0.340500000000000       0.602912603646980       0.517347509388179       0.492443925282383     
  0.341500000000000       0.600632484743572       0.520830616541938       0.489838628365709     
  0.342500000000000       0.598360109193996       0.524311030103172       0.487246111552373     
  0.343500000000000       0.596095450860504       0.527788772083306       0.484666313851948     
  0.344500000000000       0.593838483234640       0.531263863580066       0.482099174099002     
  0.345500000000000       0.591589179760301       0.534736325316051       0.479544631313715     
  0.346500000000000       0.589347514139421       0.538206178146650       0.477002625033169     
  0.347500000000000       0.587113460517155       0.541673443352260       0.474473095499192     
  0.348500000000000       0.584886993515847       0.545138142657266       0.471955983672391     
  0.349500000000000       0.582668088151924       0.548600298035810       0.469451231115689     
  0.350500000000000       0.580456719701421       0.552059931424645       0.466958779825432     
  0.351500000000000       0.578252863575439       0.555517064459254       0.464478572081524     
  0.352500000000000       0.576056495240474       0.558971718304206       0.462010550356551     
  0.353500000000000       0.573867590188786       0.562423913594511       0.459554657288899     
  0.354500000000000       0.571686123943889       0.565873670465334       0.457110835701190     
  0.355500000000000       0.569512072080048       0.569321008631008       0.454679028637794     
  0.356500000000000       0.567345410239135       0.572765947476927       0.452259179399942     
  0.357500000000000       0.565186114137327       0.576208506140059       0.449851231567319     
  0.358500000000000       0.563034159562417       0.579648703567163       0.447455129004655     
  0.359500000000000       0.560889522367131       0.583086558549626       0.445070815857729     
  0.360500000000000       0.558752178464444       0.586522089739142       0.442698236544814     
  0.361500000000000       0.556622103828924       0.589955315650161       0.440337335748385     
  0.362500000000000       0.554499274505259       0.593386254654397       0.437988058409755     
  0.363500000000000       0.552383666622987       0.596814924970679       0.435650349727667     
  0.364500000000000       0.550275256415516       0.600241344650779       0.433324155161337     
  0.365500000000000       0.548174020241822       0.603665531559404       0.431009420438729     
  0.366500000000000       0.546079934609749       0.607087503345344       0.428706091571079     
  0.367500000000000       0.543992976199833       0.610507277402097       0.426414114873931     
  0.368500000000000       0.541913121887283       0.613924870820564       0.424133436992576     
  0.369500000000000       0.539840348757419       0.617340300343077       0.421864004926263     
  0.370500000000000       0.537774634107356       0.620753582334730       0.419605766042050     
  0.371500000000000       0.535715955425864       0.624164732791481       0.417358668067626     
  0.372500000000000       0.533664290345548       0.627573767401123       0.415122659054787     
  0.373500000000000       0.531619616567975       0.630980701661041       0.412897687312405     
  0.374500000000000       0.529581911772272       0.634385551036486       0.410683701318922     
  0.375500000000000       0.527551153528832       0.637788331119529       0.408480649636926     
  0.376500000000000       0.525527319248220       0.641189057729710       0.406288480861955     
  0.377500000000000       0.523510386196873       0.644587746891591       0.404107143639570     
  0.378500000000000       0.521500331602655       0.647984414639030       0.401936586775641     
  0.379500000000000       0.519497132854183       0.651379076632838       0.399776759444142     
  0.380500000000000       0.517500767770908       0.654771747632254       0.397627611467819     
